candidate,image_file,image_url,news_source,news_source_url,image_hash,bias_rating
hillary_clinton,463_hillary_clinton.jpg,http://twt-thumbs.washtimes.com/media/image/2016/09/01/Campaign_2016_Clinton.JPEG-0371b_c0-223-5340-3336_s885x516.jpg?d19298291d671d070e2ba528d7d5552a64b21518,Washington Time,http://www.washingtontimes.com/news/2016/sep/7/vote-hillary-clinton-war-russia-china-others/,0f0f0b49330b0f0b,1
hillary_clinton,482_hillary_clinton.jpg,http://www.telegraph.co.uk/content/dam/fashion/2016/07/29/104322427-hillary_clinton_EPA-xlarge_trans_NvBQzQNjv4BqaDnIKI3Q0aQre1cqAkdPGU3hE075SqS4iGLmlaa-LAU.jpg,The Telegraph,http://www.telegraph.co.uk/fashion/people/the-significance-of-the-white-pant-suit-hillary-clinton-wore-to/,0c4c0f171f163636,0
hillary_clinton,531_hillary_clinton.jpg,http://www.telegraph.co.uk/content/dam/fashion/2016/07/27/104180459_MANCHESTER_NH_-_OCTOBER_5_Democratic_Presidential_candidate_Hillary_Clinton_speaks_at_a_to-xxlarge_trans_NvBQzQNjv4Bq3-5q64xkypxXlfrMnynSlTiJ2KaMcwe8XIqF0hRFiWY.jpg,The Telegraph,http://www.telegraph.co.uk/fashion/people/meet-nina-mclemore-the-designer-behind-hillary-clintons-rules-of/,8cb467ea2ab8888e,0
hillary_clinton,550_hillary_clinton.jpg,http://i2.cdn.cnn.com/cnnnext/dam/assets/160905162003-hillary-clinton-september-5-2016-medium-plus-169.jpg,CNN.com,http://www.cnn.com/2016/09/11/politics/hillary-clinton-health/,151a193e3d7f1f8f,0
hillary_clinton,554_hillary_clinton.jpg,http://pixel.nymag.com/imgs/daily/intelligencer/2016/09/10/10-Clinton-NYC-fundraiser.w710.h473.2x.jpg,New York Magazine,http://nymag.com/daily/intelligencer/2016/09/clinton-says-half-of-trump-supporters-are-deplorable.html,532e2e2e2aaa9c88,-2
hillary_clinton,573_hillary_clinton.jpg,http://i.telegraph.co.uk/multimedia/archive/02902/hillary_2902913b.jpg,The Telegraph,http://www.telegraph.co.uk/news/worldnews/northamerica/usa/10811894/Monica-Lewinsky-Hillary-Clinton-blamed-the-woman-for-Bill-Clintons-affair.html,3f3d9f9f8fc5db93,0
hillary_clinton,575_hillary_clinton.jpg,http://i2.cdn.cnn.com/cnnnext/dam/assets/160915154608-hillary-greensboro-rally-2-exlarge-169.jpg,CNN.com,http://www.cnn.com/2016/09/15/politics/hillary-clinton-greensboro-north-carolina/,9696969696968686,0
hillary_clinton,580_hillary_clinton.jpg,http://www.telegraph.co.uk/content/dam/fashion/2016/06/08/5658356d_hillary_armani-xlarge_trans_NvBQzQNjv4BqV-q3XBMQS1IZC5Zs4zlzw3kply5kvPBAg7M-Vf0vPj8.jpg,The Telegraph,http://www.telegraph.co.uk/fashion/people/why-it-shouldnt-matter-that-hillary-clinton-wore-a-12495-armani/,58da7a6d459b9b09,0
hillary_clinton,591_hillary_clinton.jpg,http://twt-thumbs.washtimes.com/media/image/2016/10/20/10202016_clinton-beer8201_c0-505-1486-1371_s885x516.jpg?10ba2fc27c3d644561e691099544b06238f82fd7,Washington Time,http://www.washingtontimes.com/news/2016/oct/20/hillary-clinton-donald-trump-disagreement-on-drink/,c3c3c767656a66e3,1
hillary_clinton,670_hillary_clinton.jpg,https://timedotcom.files.wordpress.com/2016/07/hillary-clinton-001.jpg?quality\u003d85\u0026w\u003d562,Time,http://time.com/4429984/dnc-hillary-clinton-speech-video-transcript/,ccc9606668f06860,-2
